task_id,model,strategy,budget_tok,p1,is_correct,n_candidates,n_candidates_algo
sphinx-doc__sphinx-9698,gemma4:26b,priority_kw,2000,0,True,50,50
sphinx-doc__sphinx-9698,gemma4:26b,priority_kw,4000,0,True,50,50
sphinx-doc__sphinx-9698,gemma4:26b,priority_kw,8000,0,True,50,50
django__django-16527,gemma4:26b,fifo,1000,1,True,1,1
django__django-16527,gemma4:26b,fifo,2000,1,True,1,1
django__django-16527,gemma4:26b,fifo,4000,1,True,1,1
django__django-16527,gemma4:26b,fifo,8000,1,True,1,1
django__django-16527,gemma4:26b,priority_kw,1000,1,True,1,1
django__django-16527,gemma4:26b,priority_kw,2000,1,True,1,1
django__django-16527,gemma4:26b,priority_kw,4000,1,True,1,1
django__django-16527,gemma4:26b,priority_kw,8000,1,True,1,1
sympy__sympy-15349,gemma4:26b,fifo,1000,1,True,2,2
sympy__sympy-15349,gemma4:26b,fifo,2000,1,True,2,2
sympy__sympy-15349,gemma4:26b,fifo,4000,1,True,2,2
sympy__sympy-15349,gemma4:26b,fifo,8000,1,True,2,2
sympy__sympy-15349,gemma4:26b,priority_kw,1000,1,True,2,2
sympy__sympy-15349,gemma4:26b,priority_kw,2000,1,True,2,2
sympy__sympy-15349,gemma4:26b,priority_kw,4000,1,True,2,2
sympy__sympy-15349,gemma4:26b,priority_kw,8000,1,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,fifo,1000,1,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,fifo,2000,1,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,fifo,4000,1,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,fifo,8000,1,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,priority_kw,1000,0,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,priority_kw,2000,0,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,priority_kw,4000,0,True,2,2
scikit-learn__scikit-learn-10297,gemma4:26b,priority_kw,8000,0,True,2,2
matplotlib__matplotlib-26113,gemma4:26b,fifo,1000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,fifo,2000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,fifo,4000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,fifo,8000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,priority_kw,1000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,priority_kw,2000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,priority_kw,4000,1,True,50,50
matplotlib__matplotlib-26113,gemma4:26b,priority_kw,8000,1,True,50,50
django__django-15569,gemma4:26b,fifo,1000,0,True,50,50
django__django-15569,gemma4:26b,fifo,2000,0,True,50,50
django__django-15569,gemma4:26b,fifo,4000,0,True,50,50
django__django-15569,gemma4:26b,fifo,8000,0,True,50,50
django__django-15569,gemma4:26b,priority_kw,1000,1,False,50,50
django__django-15569,gemma4:26b,priority_kw,2000,1,True,50,50
django__django-15569,gemma4:26b,priority_kw,4000,1,True,50,50
django__django-15569,gemma4:26b,priority_kw,8000,1,True,50,50
matplotlib__matplotlib-25122,gemma4:26b,fifo,1000,0,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,fifo,2000,0,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,fifo,4000,0,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,fifo,8000,0,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,priority_kw,1000,1,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,priority_kw,2000,1,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,priority_kw,4000,1,True,3,3
matplotlib__matplotlib-25122,gemma4:26b,priority_kw,8000,1,True,3,3
django__django-13195,gemma4:26b,fifo,1000,0,True,5,5
django__django-13195,gemma4:26b,fifo,2000,0,True,5,5
django__django-13195,gemma4:26b,fifo,4000,0,True,5,5
django__django-13195,gemma4:26b,fifo,8000,0,True,5,5
django__django-13195,gemma4:26b,priority_kw,1000,0,True,5,5
django__django-13195,gemma4:26b,priority_kw,2000,0,True,5,5
django__django-13195,gemma4:26b,priority_kw,4000,0,True,5,5
django__django-13195,gemma4:26b,priority_kw,8000,0,True,5,5
django__django-13346,gemma4:26b,fifo,1000,0,True,44,44
django__django-13346,gemma4:26b,fifo,2000,0,False,44,44
django__django-13346,gemma4:26b,fifo,4000,0,True,44,44
django__django-13346,gemma4:26b,fifo,8000,0,True,44,44
django__django-13346,gemma4:26b,priority_kw,1000,1,True,44,44
django__django-13346,gemma4:26b,priority_kw,2000,1,True,44,44
django__django-13346,gemma4:26b,priority_kw,4000,1,True,44,44
django__django-13346,gemma4:26b,priority_kw,8000,1,True,44,44
django__django-9296,gemma4:26b,fifo,1000,0,True,50,50
django__django-9296,gemma4:26b,fifo,2000,0,True,50,50
django__django-9296,gemma4:26b,fifo,4000,0,True,50,50
django__django-9296,gemma4:26b,fifo,8000,0,True,50,50
django__django-9296,gemma4:26b,priority_kw,1000,1,True,50,50
django__django-9296,gemma4:26b,priority_kw,2000,1,True,50,50
django__django-9296,gemma4:26b,priority_kw,4000,1,True,50,50
django__django-9296,gemma4:26b,priority_kw,8000,1,True,50,50
django__django-13513,gemma4:26b,fifo,1000,1,True,1,1
django__django-13513,gemma4:26b,fifo,2000,1,True,1,1
django__django-13513,gemma4:26b,fifo,4000,1,True,1,1
django__django-13513,gemma4:26b,fifo,8000,1,True,1,1
django__django-13513,gemma4:26b,priority_kw,1000,1,True,1,1
django__django-13513,gemma4:26b,priority_kw,2000,1,True,1,1
django__django-13513,gemma4:26b,priority_kw,4000,1,True,1,1
django__django-13513,gemma4:26b,priority_kw,8000,1,True,1,1
django__django-11532,gemma4:26b,fifo,1000,1,True,1,1
django__django-11532,gemma4:26b,fifo,2000,1,True,1,1
django__django-11532,gemma4:26b,fifo,4000,1,True,1,1
django__django-11532,gemma4:26b,fifo,8000,1,True,1,1
django__django-11532,gemma4:26b,priority_kw,1000,1,True,1,1
django__django-11532,gemma4:26b,priority_kw,2000,1,True,1,1
django__django-11532,gemma4:26b,priority_kw,4000,1,True,1,1
django__django-11532,gemma4:26b,priority_kw,8000,1,True,1,1
pytest-dev__pytest-7521,gemma4:26b,fifo,1000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,fifo,2000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,fifo,4000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,fifo,8000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,priority_kw,1000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,priority_kw,2000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,priority_kw,4000,0,True,50,50
pytest-dev__pytest-7521,gemma4:26b,priority_kw,8000,0,True,50,50
astropy__astropy-13236,gemma4:26b,fifo,1000,1,True,1,1
astropy__astropy-13236,gemma4:26b,fifo,2000,1,True,1,1
astropy__astropy-13236,gemma4:26b,fifo,4000,1,True,1,1
astropy__astropy-13236,gemma4:26b,fifo,8000,1,True,1,1
astropy__astropy-13236,gemma4:26b,priority_kw,1000,1,True,1,1
astropy__astropy-13236,gemma4:26b,priority_kw,2000,1,True,1,1
astropy__astropy-13236,gemma4:26b,priority_kw,4000,1,True,1,1
astropy__astropy-13236,gemma4:26b,priority_kw,8000,1,True,1,1
pylint-dev__pylint-4661,gemma4:26b,fifo,1000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,fifo,2000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,fifo,4000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,fifo,8000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,priority_kw,1000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,priority_kw,2000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,priority_kw,4000,0,False,42,42
pylint-dev__pylint-4661,gemma4:26b,priority_kw,8000,0,False,42,42
django__django-11095,gemma4:26b,fifo,1000,1,True,3,3
django__django-11095,gemma4:26b,fifo,2000,1,True,3,3
django__django-11095,gemma4:26b,fifo,4000,1,True,3,3
django__django-11095,gemma4:26b,fifo,8000,1,True,3,3
django__django-11095,gemma4:26b,priority_kw,1000,0,False,3,3
django__django-11095,gemma4:26b,priority_kw,2000,0,False,3,3
django__django-11095,gemma4:26b,priority_kw,4000,0,False,3,3
django__django-11095,gemma4:26b,priority_kw,8000,0,False,3,3
sphinx-doc__sphinx-8721,gemma4:26b,fifo,1000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,fifo,2000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,fifo,4000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,fifo,8000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,priority_kw,1000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,priority_kw,2000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,priority_kw,4000,1,True,1,1
sphinx-doc__sphinx-8721,gemma4:26b,priority_kw,8000,1,True,1,1
django__django-13590,gemma4:26b,fifo,1000,1,True,1,1
django__django-13590,gemma4:26b,fifo,2000,1,True,1,1
django__django-13590,gemma4:26b,fifo,4000,1,True,1,1
django__django-13590,gemma4:26b,fifo,8000,1,True,1,1
django__django-13590,gemma4:26b,priority_kw,1000,1,True,1,1
django__django-13590,gemma4:26b,priority_kw,2000,1,True,1,1
django__django-13590,gemma4:26b,priority_kw,4000,1,True,1,1
django__django-13590,gemma4:26b,priority_kw,8000,1,True,1,1
sphinx-doc__sphinx-11445,gemma4:26b,fifo,1000,0,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,fifo,2000,0,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,fifo,4000,0,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,fifo,8000,0,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,priority_kw,1000,1,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,priority_kw,2000,1,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,priority_kw,4000,1,False,9,9
sphinx-doc__sphinx-11445,gemma4:26b,priority_kw,8000,1,False,9,9
django__django-14500,gemma4:26b,fifo,1000,0,True,4,4
django__django-14500,gemma4:26b,fifo,2000,0,True,4,4
django__django-14500,gemma4:26b,fifo,4000,0,True,4,4
django__django-14500,gemma4:26b,fifo,8000,0,True,4,4
django__django-14500,gemma4:26b,priority_kw,1000,1,True,4,4
django__django-14500,gemma4:26b,priority_kw,2000,1,True,4,4
django__django-14500,gemma4:26b,priority_kw,4000,1,True,4,4
django__django-14500,gemma4:26b,priority_kw,8000,1,True,4,4
django__django-13964,gemma4:26b,fifo,1000,0,False,50,50
django__django-13964,gemma4:26b,fifo,2000,0,False,50,50
django__django-13964,gemma4:26b,fifo,4000,0,False,50,50
django__django-13964,gemma4:26b,fifo,8000,0,False,50,50
django__django-13964,gemma4:26b,priority_kw,1000,0,False,50,50
django__django-13964,gemma4:26b,priority_kw,2000,0,False,50,50
django__django-13964,gemma4:26b,priority_kw,4000,0,False,50,50
django__django-13964,gemma4:26b,priority_kw,8000,0,False,50,50
sphinx-doc__sphinx-8551,gemma4:26b,fifo,1000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,fifo,2000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,fifo,4000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,fifo,8000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,priority_kw,1000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,priority_kw,2000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,priority_kw,4000,1,True,1,1
sphinx-doc__sphinx-8551,gemma4:26b,priority_kw,8000,1,True,1,1
astropy__astropy-14508,gemma4:26b,fifo,1000,1,True,1,1
astropy__astropy-14508,gemma4:26b,fifo,2000,1,True,1,1
astropy__astropy-14508,gemma4:26b,fifo,4000,1,True,1,1
astropy__astropy-14508,gemma4:26b,fifo,8000,1,True,1,1
astropy__astropy-14508,gemma4:26b,priority_kw,1000,1,True,1,1
astropy__astropy-14508,gemma4:26b,priority_kw,2000,1,True,1,1
astropy__astropy-14508,gemma4:26b,priority_kw,4000,1,True,1,1
astropy__astropy-14508,gemma4:26b,priority_kw,8000,1,True,1,1
sympy__sympy-18763,gemma4:26b,fifo,1000,0,True,50,50
sympy__sympy-18763,gemma4:26b,fifo,2000,0,True,50,50
sympy__sympy-18763,gemma4:26b,fifo,4000,0,True,50,50
sympy__sympy-18763,gemma4:26b,fifo,8000,0,True,50,50
sympy__sympy-18763,gemma4:26b,priority_kw,1000,1,True,50,50
sympy__sympy-18763,gemma4:26b,priority_kw,2000,1,True,50,50
sympy__sympy-18763,gemma4:26b,priority_kw,4000,1,True,50,50
sympy__sympy-18763,gemma4:26b,priority_kw,8000,1,True,50,50
sympy__sympy-20154,gemma4:26b,fifo,1000,0,True,2,2
sympy__sympy-20154,gemma4:26b,fifo,2000,0,True,2,2
sympy__sympy-20154,gemma4:26b,fifo,4000,0,True,2,2
sympy__sympy-20154,gemma4:26b,fifo,8000,0,True,2,2
sympy__sympy-20154,gemma4:26b,priority_kw,1000,1,True,2,2
sympy__sympy-20154,gemma4:26b,priority_kw,2000,1,True,2,2
sympy__sympy-20154,gemma4:26b,priority_kw,4000,1,True,2,2
sympy__sympy-20154,gemma4:26b,priority_kw,8000,1,True,2,2
django__django-14752,gemma4:26b,fifo,1000,0,True,4,4
django__django-14752,gemma4:26b,fifo,2000,0,True,4,4
django__django-14752,gemma4:26b,fifo,4000,0,True,4,4
django__django-14752,gemma4:26b,fifo,8000,0,True,4,4
django__django-14752,gemma4:26b,priority_kw,1000,1,True,4,4
django__django-14752,gemma4:26b,priority_kw,2000,1,True,4,4
django__django-14752,gemma4:26b,priority_kw,4000,1,True,4,4
django__django-14752,gemma4:26b,priority_kw,8000,1,True,4,4
pytest-dev__pytest-7571,gemma4:26b,fifo,1000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,fifo,2000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,fifo,4000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,fifo,8000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,priority_kw,1000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,priority_kw,2000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,priority_kw,4000,0,True,50,50
pytest-dev__pytest-7571,gemma4:26b,priority_kw,8000,0,True,50,50
sphinx-doc__sphinx-9711,gemma4:26b,fifo,1000,0,False,2,2
sphinx-doc__sphinx-9711,gemma4:26b,fifo,2000,0,False,2,2
sphinx-doc__sphinx-9711,gemma4:26b,fifo,4000,0,False,2,2
sphinx-doc__sphinx-9711,gemma4:26b,fifo,8000,0,False,2,2
sphinx-doc__sphinx-9711,gemma4:26b,priority_kw,1000,1,True,2,2
sphinx-doc__sphinx-9711,gemma4:26b,priority_kw,2000,1,True,2,2
sphinx-doc__sphinx-9711,gemma4:26b,priority_kw,4000,1,True,2,2
sphinx-doc__sphinx-9711,gemma4:26b,priority_kw,8000,1,True,2,2
astropy__astropy-7336,gemma4:26b,fifo,1000,0,True,50,50
astropy__astropy-7336,gemma4:26b,fifo,2000,0,True,50,50
astropy__astropy-7336,gemma4:26b,fifo,4000,0,True,50,50
astropy__astropy-7336,gemma4:26b,fifo,8000,0,True,50,50
astropy__astropy-7336,gemma4:26b,priority_kw,1000,0,True,50,50
astropy__astropy-7336,gemma4:26b,priority_kw,2000,0,True,50,50
astropy__astropy-7336,gemma4:26b,priority_kw,4000,0,True,50,50
astropy__astropy-7336,gemma4:26b,priority_kw,8000,0,True,50,50
django__django-13128,gemma4:26b,fifo,1000,1,True,2,2
django__django-13128,gemma4:26b,fifo,2000,1,True,2,2
django__django-13128,gemma4:26b,fifo,4000,1,True,2,2
django__django-13128,gemma4:26b,fifo,8000,1,True,2,2
django__django-13128,gemma4:26b,priority_kw,1000,1,True,2,2
django__django-13128,gemma4:26b,priority_kw,2000,1,True,2,2
django__django-13128,gemma4:26b,priority_kw,4000,1,True,2,2
django__django-13128,gemma4:26b,priority_kw,8000,1,True,2,2
scikit-learn__scikit-learn-13439,gemma4:26b,fifo,1000,0,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,fifo,2000,0,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,fifo,4000,0,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,fifo,8000,0,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,priority_kw,1000,1,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,priority_kw,2000,1,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,priority_kw,4000,1,True,3,3
scikit-learn__scikit-learn-13439,gemma4:26b,priority_kw,8000,1,True,3,3
django__django-11179,gemma4:26b,fifo,1000,0,True,7,7
django__django-11179,gemma4:26b,fifo,2000,0,True,7,7
django__django-11179,gemma4:26b,fifo,4000,0,True,7,7
django__django-11179,gemma4:26b,fifo,8000,0,True,7,7
django__django-11179,gemma4:26b,priority_kw,1000,1,True,7,7
django__django-11179,gemma4:26b,priority_kw,2000,1,True,7,7
django__django-11179,gemma4:26b,priority_kw,4000,1,True,7,7
django__django-11179,gemma4:26b,priority_kw,8000,1,True,7,7
django__django-12965,gemma4:26b,fifo,1000,0,True,15,15
django__django-12965,gemma4:26b,fifo,2000,0,True,15,15
django__django-12965,gemma4:26b,fifo,4000,0,True,15,15
django__django-12965,gemma4:26b,fifo,8000,0,True,15,15
django__django-12965,gemma4:26b,priority_kw,1000,0,True,15,15
django__django-12965,gemma4:26b,priority_kw,2000,0,True,15,15
django__django-12965,gemma4:26b,priority_kw,4000,0,True,15,15
django__django-12965,gemma4:26b,priority_kw,8000,0,True,15,15
astropy__astropy-14995,gemma4:26b,fifo,1000,1,True,50,50
astropy__astropy-14995,gemma4:26b,fifo,2000,1,True,50,50
astropy__astropy-14995,gemma4:26b,fifo,4000,1,True,50,50
astropy__astropy-14995,gemma4:26b,fifo,8000,1,True,50,50
astropy__astropy-14995,gemma4:26b,priority_kw,1000,0,True,50,50
astropy__astropy-14995,gemma4:26b,priority_kw,2000,0,True,50,50
astropy__astropy-14995,gemma4:26b,priority_kw,4000,0,True,50,50
astropy__astropy-14995,gemma4:26b,priority_kw,8000,0,True,50,50
psf__requests-1724,gemma4:26b,fifo,1000,0,True,22,22
psf__requests-1724,gemma4:26b,fifo,2000,0,True,22,22
psf__requests-1724,gemma4:26b,fifo,4000,0,True,22,22
psf__requests-1724,gemma4:26b,fifo,8000,0,True,22,22
psf__requests-1724,gemma4:26b,priority_kw,1000,0,True,22,22
psf__requests-1724,gemma4:26b,priority_kw,2000,0,True,22,22
psf__requests-1724,gemma4:26b,priority_kw,4000,0,True,22,22
psf__requests-1724,gemma4:26b,priority_kw,8000,0,True,22,22
mwaskom__seaborn-3069,gemma4:26b,fifo,1000,1,True,50,50
mwaskom__seaborn-3069,gemma4:26b,fifo,2000,1,False,50,50
mwaskom__seaborn-3069,gemma4:26b,fifo,4000,1,True,50,50
mwaskom__seaborn-3069,gemma4:26b,fifo,8000,1,True,50,50
mwaskom__seaborn-3069,gemma4:26b,priority_kw,1000,0,True,50,50
mwaskom__seaborn-3069,gemma4:26b,priority_kw,2000,0,True,50,50
mwaskom__seaborn-3069,gemma4:26b,priority_kw,4000,0,True,50,50
mwaskom__seaborn-3069,gemma4:26b,priority_kw,8000,0,True,50,50
django__django-13786,gemma4:26b,fifo,1000,1,True,2,2
django__django-13786,gemma4:26b,fifo,2000,1,True,2,2
django__django-13786,gemma4:26b,fifo,4000,1,True,2,2
django__django-13786,gemma4:26b,fifo,8000,1,True,2,2
django__django-13786,gemma4:26b,priority_kw,1000,1,True,2,2
django__django-13786,gemma4:26b,priority_kw,2000,1,True,2,2
django__django-13786,gemma4:26b,priority_kw,4000,1,True,2,2
django__django-13786,gemma4:26b,priority_kw,8000,1,True,2,2
django__django-15277,gemma4:26b,fifo,1000,0,True,50,50
django__django-15277,gemma4:26b,fifo,2000,0,True,50,50
django__django-15277,gemma4:26b,fifo,4000,0,True,50,50
django__django-15277,gemma4:26b,fifo,8000,0,True,50,50
django__django-15277,gemma4:26b,priority_kw,1000,1,True,50,50
django__django-15277,gemma4:26b,priority_kw,2000,1,True,50,50
django__django-15277,gemma4:26b,priority_kw,4000,1,True,50,50
django__django-15277,gemma4:26b,priority_kw,8000,1,True,50,50
django__django-16631,gemma4:26b,fifo,1000,0,False,50,50
django__django-16631,gemma4:26b,fifo,2000,0,False,50,50
django__django-16631,gemma4:26b,fifo,4000,0,True,50,50
django__django-16631,gemma4:26b,fifo,8000,0,False,50,50
django__django-16631,gemma4:26b,priority_kw,1000,0,False,50,50
django__django-16631,gemma4:26b,priority_kw,2000,0,False,50,50
django__django-16631,gemma4:26b,priority_kw,4000,0,True,50,50
django__django-16631,gemma4:26b,priority_kw,8000,0,False,50,50
django__django-13344,gemma4:26b,fifo,1000,1,False,3,3
django__django-13344,gemma4:26b,fifo,2000,1,False,3,3
django__django-13344,gemma4:26b,fifo,4000,1,False,3,3
django__django-13344,gemma4:26b,fifo,8000,1,False,3,3
django__django-13344,gemma4:26b,priority_kw,1000,1,False,3,3
django__django-13344,gemma4:26b,priority_kw,2000,1,False,3,3
django__django-13344,gemma4:26b,priority_kw,4000,1,False,3,3
django__django-13344,gemma4:26b,priority_kw,8000,1,True,3,3
sympy__sympy-20438,gemma4:26b,fifo,1000,0,True,4,4
sympy__sympy-20438,gemma4:26b,fifo,2000,0,True,4,4
sympy__sympy-20438,gemma4:26b,fifo,4000,0,True,4,4
sympy__sympy-20438,gemma4:26b,fifo,8000,0,True,4,4
sympy__sympy-20438,gemma4:26b,priority_kw,1000,0,True,4,4
sympy__sympy-20438,gemma4:26b,priority_kw,2000,0,True,4,4
sympy__sympy-20438,gemma4:26b,priority_kw,4000,0,True,4,4
sympy__sympy-20438,gemma4:26b,priority_kw,8000,0,True,4,4
django__django-16667,gemma4:26b,fifo,1000,1,True,50,50
django__django-16667,gemma4:26b,fifo,2000,1,True,50,50
django__django-16667,gemma4:26b,fifo,4000,1,True,50,50
django__django-16667,gemma4:26b,fifo,8000,1,True,50,50
django__django-16667,gemma4:26b,priority_kw,1000,1,True,50,50
django__django-16667,gemma4:26b,priority_kw,2000,1,True,50,50
django__django-16667,gemma4:26b,priority_kw,4000,1,True,50,50
django__django-16667,gemma4:26b,priority_kw,8000,1,True,50,50
psf__requests-2317,gemma4:26b,fifo,1000,0,True,5,5
psf__requests-2317,gemma4:26b,fifo,2000,0,True,5,5
psf__requests-2317,gemma4:26b,fifo,4000,0,True,5,5
psf__requests-2317,gemma4:26b,fifo,8000,0,True,5,5
psf__requests-2317,gemma4:26b,priority_kw,1000,1,True,5,5
psf__requests-2317,gemma4:26b,priority_kw,2000,1,True,5,5
psf__requests-2317,gemma4:26b,priority_kw,4000,1,True,5,5
psf__requests-2317,gemma4:26b,priority_kw,8000,1,True,5,5
django__django-15572,gemma4:26b,fifo,1000,1,True,2,2
django__django-15572,gemma4:26b,fifo,2000,1,True,2,2
django__django-15572,gemma4:26b,fifo,4000,1,True,2,2
django__django-15572,gemma4:26b,fifo,8000,1,True,2,2
django__django-15572,gemma4:26b,priority_kw,1000,1,True,2,2
django__django-15572,gemma4:26b,priority_kw,2000,1,True,2,2
django__django-15572,gemma4:26b,priority_kw,4000,1,True,2,2
django__django-15572,gemma4:26b,priority_kw,8000,1,True,2,2
django__django-14315,gemma4:26b,fifo,1000,0,False,50,50
django__django-14315,gemma4:26b,fifo,2000,0,False,50,50
django__django-14315,gemma4:26b,fifo,4000,0,False,50,50
django__django-14315,gemma4:26b,fifo,8000,0,False,50,50
django__django-14315,gemma4:26b,priority_kw,1000,0,False,50,50
django__django-14315,gemma4:26b,priority_kw,2000,0,False,50,50
django__django-14315,gemma4:26b,priority_kw,4000,0,False,50,50
django__django-14315,gemma4:26b,priority_kw,8000,0,False,50,50
django__django-12276,gemma4:26b,fifo,1000,1,True,2,2
django__django-12276,gemma4:26b,fifo,2000,1,True,2,2
django__django-12276,gemma4:26b,fifo,4000,1,True,2,2
django__django-12276,gemma4:26b,fifo,8000,1,True,2,2
django__django-12276,gemma4:26b,priority_kw,1000,1,True,2,2
django__django-12276,gemma4:26b,priority_kw,2000,1,True,2,2
django__django-12276,gemma4:26b,priority_kw,4000,1,True,2,2
django__django-12276,gemma4:26b,priority_kw,8000,1,True,2,2
django__django-14434,gemma4:26b,fifo,1000,1,True,1,1
django__django-14434,gemma4:26b,fifo,2000,1,True,1,1
django__django-14434,gemma4:26b,fifo,4000,1,True,1,1
django__django-14434,gemma4:26b,fifo,8000,1,True,1,1
django__django-14434,gemma4:26b,priority_kw,1000,0,False,1,1
django__django-14434,gemma4:26b,priority_kw,2000,0,False,1,1
django__django-14434,gemma4:26b,priority_kw,4000,0,False,1,1
django__django-14434,gemma4:26b,priority_kw,8000,0,False,1,1
pydata__xarray-3993,gemma4:26b,fifo,1000,1,True,5,5
pydata__xarray-3993,gemma4:26b,fifo,2000,1,True,5,5
pydata__xarray-3993,gemma4:26b,fifo,4000,1,True,5,5
pydata__xarray-3993,gemma4:26b,fifo,8000,1,True,5,5
pydata__xarray-3993,gemma4:26b,priority_kw,1000,1,True,5,5
pydata__xarray-3993,gemma4:26b,priority_kw,2000,1,True,5,5
pydata__xarray-3993,gemma4:26b,priority_kw,4000,1,True,5,5
pydata__xarray-3993,gemma4:26b,priority_kw,8000,1,True,5,5
